# Program:featureCounts v2.0.0; Command:"featureCounts" "-O" "-t" "gene" "-g" "ID" "-a" "sequence.gff3" "-o" "counts.txt" "mapped/SRR6176429.bam" "mapped/SRR6176430.bam" "mapped/SRR6176431.bam" "mapped/SRR6176432.bam" "mapped/SRR6176433.bam" "mapped/SRR6176434.bam" "mapped/SRR6176435.bam" "mapped/SRR6176436.bam" "mapped/SRR6176437.bam" "mapped/SRR6176438.bam" "mapped/SRR6176439.bam" "mapped/SRR6176440.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/SRR6176429.bam	mapped/SRR6176430.bam	mapped/SRR6176431.bam	mapped/SRR6176432.bam	mapped/SRR6176433.bam	mapped/SRR6176434.bam	mapped/SRR6176435.bam	mapped/SRR6176436.bam	mapped/SRR6176437.bam	mapped/SRR6176438.bam	mapped/SRR6176439.bam	mapped/SRR6176440.bam
gene-Rv0695	NC_000962.3	794715	795470	+	756	3464	3317	2306	2229	2850	1978	2536	1907	3318	4065	718	4646
gene-Rv0696	NC_000962.3	795519	796931	+	1413	2817	2671	1877	1802	2355	1051	1795	1678	2749	3140	796	3464
gene-Rv0697	NC_000962.3	796933	798372	+	1440	723	730	467	527	726	275	453	487	692	957	185	886
gene-Rv0698	NC_000962.3	798833	799444	+	612	251	330	312	170	224	200	238	147	270	566	41	413
gene-Rv0699	NC_000962.3	799629	799850	+	222	33	51	46	34	34	13	27	25	56	98	2	67
gene-Rv0700	NC_000962.3	800487	800792	+	306	11768	13918	10164	9032	11064	6756	7987	6501	18789	11460	4262	12068
gene-Rv0701	NC_000962.3	800809	801462	+	654	23733	25006	19009	16586	19833	10044	11774	11613	33218	20706	5888	21649
gene-Rv0702	NC_000962.3	801462	802133	+	672	19896	23597	15548	13178	16202	8174	8239	10217	30692	20499	4476	19595
gene-Rv0703	NC_000962.3	802133	802435	+	303	10818	13512	9270	8940	10261	3987	3845	4732	19395	13001	2451	11502
gene-Rv0704	NC_000962.3	802528	803370	+	843	24625	28912	20880	19910	25348	7872	9122	12970	38997	28929	4755	25469
gene-Rv0705	NC_000962.3	803411	803692	+	282	12386	16397	12010	10200	14491	4511	4079	7309	19617	16365	2554	14821
gene-Rv0706	NC_000962.3	803689	804282	+	594	12514	12495	8527	9363	9663	3465	3316	5391	14798	8493	1361	7164
gene-Rv0707	NC_000962.3	804282	805106	+	825	14718	16968	12289	11806	14266	4959	4586	7499	20372	16486	2300	14100
gene-Rv0708	NC_000962.3	805110	805526	+	417	6931	8054	6149	5744	6952	2330	2040	3407	9744	9116	1341	8202
gene-Rv0709	NC_000962.3	805526	805759	+	234	7599	10058	7070	6445	8764	2777	2519	4181	12262	10609	1772	10313
gene-Rv0710	NC_000962.3	805756	806166	+	411	10907	13461	9882	9168	11312	3896	3037	5862	15802	14118	2120	13527
gene-Rv0711	NC_000962.3	806335	808698	+	2364	2329	3183	2275	1511	2250	1025	884	1275	3510	4205	456	3043
gene-Rv0712	NC_000962.3	808746	809645	+	900	516	645	621	482	741	439	334	392	804	1139	112	757
gene-Rv0713	NC_000962.3	809946	810887	+	942	305	500	460	431	634	495	343	196	544	1020	225	608
gene-Rv0714	NC_000962.3	811373	811741	+	369	1386	2050	1773	1051	1697	1636	1123	838	2629	3672	683	2669
gene-Rv0715	NC_000962.3	811742	812059	+	318	2545	3670	2751	2116	3080	2080	1613	1303	4695	4621	904	3656
gene-Rv0716	NC_000962.3	812059	812622	+	564	5318	6095	4876	4361	5259	2559	2817	2670	7249	7566	1693	5918
gene-Rv0717	NC_000962.3	812627	812812	+	186	1931	2431	1828	1615	2008	984	1015	842	3522	3335	886	2747
gene-Rv0718	NC_000962.3	812976	813374	+	399	3903	5046	3861	3335	5006	1991	2172	2223	6768	8582	1101	5947
gene-Rv0719	NC_000962.3	813398	813937	+	540	6198	7448	6123	5354	7529	2760	3023	3380	9446	10943	1549	8409
gene-Rv0720	NC_000962.3	813940	814308	+	369	3502	3988	3291	2873	3836	1461	1515	1999	5100	5622	844	4525
gene-Rv0721	NC_000962.3	814328	814990	+	663	7518	8729	6724	6396	7481	3514	3045	3915	10803	12205	1609	8627
gene-Rv0722	NC_000962.3	814993	815190	+	198	3032	3517	2807	2689	3102	1485	1078	1583	4457	4857	642	3996
gene-Rv0723	NC_000962.3	815190	815630	+	441	6987	8029	7086	5648	7863	3134	2894	4336	7601	10132	1357	8297
gene-Rv0724	NC_000962.3	815663	817534	+	1872	6604	8221	8563	7009	9021	8091	7304	4660	8914	14570	1504	8760
gene-Rv0725c	NC_000962.3	817539	818444	-	906	950	1215	1256	912	1353	1276	1044	801	1390	1998	183	1285
gene-Rv0726c	NC_000962.3	818537	819640	-	1104	756	1016	868	728	1170	1077	1013	474	1193	1783	331	1195
gene-Rv0727c	NC_000962.3	819843	820499	-	657	201	281	286	170	358	415	247	159	303	568	99	370
gene-Rv0728c	NC_000962.3	820496	821476	-	981	155	227	241	130	198	190	183	133	232	344	61	250
gene-Rv0729	NC_000962.3	821507	822853	+	1347	164	181	210	144	194	208	111	86	225	291	48	143
gene-Rv0730	NC_000962.3	822866	823594	+	729	919	1163	987	832	1166	1009	1029	458	1225	1860	544	1170
gene-Rv0731c	NC_000962.3	823683	824639	-	957	356	395	383	284	411	386	505	193	431	553	128	444
gene-Rv0732	NC_000962.3	824800	826125	+	1326	1553	2151	2061	1881	2485	2117	1783	909	2675	4677	838	3142
gene-Rv0733	NC_000962.3	826122	826667	+	546	979	1657	1553	1560	1920	1470	855	609	1784	3001	484	2047
gene-Rv0734	NC_000962.3	826670	827470	+	801	1518	1821	1907	2037	2504	1602	1544	1061	1842	3378	490	2454
gene-Rv0735	NC_000962.3	827543	828076	+	534	278	329	307	233	303	291	216	197	294	561	70	379
gene-Rv0736	NC_000962.3	828140	828892	+	753	193	200	215	125	176	104	96	143	226	283	52	267
gene-Rv0737	NC_000962.3	829207	829704	+	498	55	74	66	55	65	56	57	50	76	110	19	73
gene-Rv0738	NC_000962.3	830062	830610	+	549	680	759	453	384	604	653	864	279	618	843	242	561
gene-Rv0739	NC_000962.3	830855	831661	+	807	156	170	109	90	139	190	93	59	201	278	46	187
gene-Rv0740	NC_000962.3	831776	832303	+	528	275	383	312	242	345	358	337	150	396	588	103	344
gene-Rv0742	NC_000962.3	832981	833508	+	528	279	277	137	169	188	177	262	105	284	193	44	155
gene-Rv0743c	NC_000962.3	833886	834443	-	558	197	234	241	174	316	264	328	135	266	400	69	247
gene-Rv0744c	NC_000962.3	834440	834946	-	507	151	181	161	124	194	183	241	95	174	324	50	167
gene-Rv0745	NC_000962.3	835154	835681	+	528	29	13	16	26	25	27	28	8	24	31	8	13
gene-Rv0746	NC_000962.3	835701	838052	+	2352	184	230	230	202	226	206	210	106	249	548	50	322
gene-Rv0747	NC_000962.3	838451	840856	+	2406	897	962	1015	792	923	746	680	481	1381	1053	203	877
gene-Rv0748	NC_000962.3	840947	841204	+	258	196	220	211	169	249	264	207	104	256	280	75	206
gene-Rv0749	NC_000962.3	841228	841656	+	429	272	386	410	209	451	493	326	251	409	791	81	553
gene-Rv0749A	NC_000962.3	841737	841874	-	138	94	121	112	73	140	221	112	51	118	250	47	140
gene-Rv0750	NC_000962.3	842033	842278	+	246	35	50	52	36	38	71	17	17	58	107	7	68
gene-Rv0751c	NC_000962.3	842347	843231	-	885	609	809	769	631	813	535	413	382	777	1086	129	742
gene-Rv0752c	NC_000962.3	843242	844414	-	1173	807	891	827	840	862	607	400	432	1045	1047	125	701
gene-Rv0753c	NC_000962.3	844421	845953	-	1533	1015	1191	1136	941	1235	888	721	581	1372	1345	216	937
gene-Rv0754	NC_000962.3	846159	847913	+	1755	248	241	274	218	288	245	212	135	317	327	52	259
gene-Rv0755c	NC_000962.3	848103	850040	-	1938	943	1338	1231	1088	1630	1574	1073	462	1816	2468	392	1370
gene-Rvnt09	NC_000962.3	850642	850713	-	72	80	58	55	62	68	77	67	32	58	92	17	63
gene-Rv0756c	NC_000962.3	850741	851466	-	726	809	961	921	786	1103	1329	1343	552	967	1424	256	1064
gene-Rv0757	NC_000962.3	851608	852351	+	744	1766	2217	1852	1626	1831	2130	1668	995	2366	4184	549	2824
gene-Rv0758	NC_000962.3	852396	853853	+	1458	1955	2290	1963	1914	2402	2115	1787	1105	2200	3749	414	2762
gene-Rv0759c	NC_000962.3	853825	854157	-	333	315	447	450	451	667	537	384	194	549	1305	176	795
gene-Rv0760c	NC_000962.3	854267	854686	-	420	326	366	407	462	763	556	484	242	521	1259	242	697
gene-Rv0761c	NC_000962.3	854699	855826	-	1128	655	863	770	818	1295	1185	1075	417	1019	2796	525	1417
gene-Rv0762c	NC_000962.3	855925	856470	-	546	44	43	38	32	50	63	42	20	58	117	11	51
gene-Rv0763c	NC_000962.3	856473	856679	-	207	14	21	11	10	16	20	14	15	15	36	3	21
gene-Rv0764c	NC_000962.3	856682	858037	-	1356	78	100	117	72	104	95	94	55	132	219	35	158
gene-Rv0765c	NC_000962.3	858037	858864	-	828	48	58	57	45	50	41	59	30	61	124	13	68
gene-Rv0766c	NC_000962.3	858864	860072	-	1209	120	136	161	120	184	196	130	50	151	352	62	196
gene-Rv0767c	NC_000962.3	860069	860710	-	642	66	74	60	52	74	68	56	39	72	118	31	71
gene-Rv0768	NC_000962.3	860912	862381	+	1470	150	149	175	141	237	149	161	89	195	380	82	252
gene-Rv0769	NC_000962.3	862412	863158	+	747	111	151	143	158	210	142	98	77	184	318	43	222
gene-Rv0770	NC_000962.3	863256	864143	+	888	96	123	120	124	156	109	74	47	169	312	28	203
gene-Rv0771	NC_000962.3	864140	864574	+	435	55	58	55	78	116	67	58	44	74	218	31	128
gene-Rv0772	NC_000962.3	864586	865854	+	1269	272	338	315	263	375	269	271	168	336	674	89	381
gene-Rv0773c	NC_000962.3	865851	867389	-	1539	1085	1088	1035	899	1039	1003	1190	513	1135	1668	237	1075
gene-Rv0774c	NC_000962.3	867440	868351	-	912	565	642	602	409	570	949	858	301	668	983	174	529
gene-Rv0775	NC_000962.3	868407	869030	+	624	251	320	311	241	359	396	323	165	349	734	102	401
gene-Rv0776c	NC_000962.3	868984	869763	-	780	138	159	144	109	194	183	144	101	183	354	40	197
gene-Rv0777	NC_000962.3	870008	871426	+	1419	1185	1434	1275	1159	1438	1173	1354	701	1522	2772	328	1624
gene-Rv0778	NC_000962.3	871431	872675	+	1245	717	991	1013	711	1012	1016	692	374	951	1833	181	1089
gene-Rv0779c	NC_000962.3	872672	873292	-	621	181	191	207	168	206	219	201	100	176	190	29	125
gene-Rv0780	NC_000962.3	873343	874236	+	894	258	306	343	176	274	400	421	107	295	638	89	346
gene-Rv0783c	NC_000962.3	876818	878440	-	1623	619	756	837	662	962	1011	870	362	825	1589	218	1057
gene-Rv0784	NC_000962.3	878638	879324	+	687	129	187	249	141	232	239	116	86	208	485	25	244
gene-Rv0785	NC_000962.3	879340	881040	+	1701	372	507	457	425	653	512	488	254	554	789	83	556
gene-Rv0786c	NC_000962.3	881075	881713	-	639	203	209	220	196	316	230	227	111	287	401	60	229
gene-Rv0787	NC_000962.3	881459	882418	+	960	670	740	857	588	999	1243	784	344	622	1451	186	862
gene-Rv0787A	NC_000962.3	882524	882763	+	240	193	320	274	206	281	347	289	151	386	990	99	455
gene-Rv0788	NC_000962.3	882760	883434	+	675	586	700	588	578	800	736	778	428	740	1387	152	879
gene-Rv0789c	NC_000962.3	883451	884050	-	600	315	409	466	308	456	382	398	270	433	701	90	519
gene-Rv0790c	NC_000962.3	884072	884800	-	729	187	315	339	241	308	294	226	173	300	454	62	365
gene-Rv0791c	NC_000962.3	884797	885840	-	1044	219	286	323	230	387	382	270	133	331	494	131	347
gene-Rv0792c	NC_000962.3	885837	886646	-	810	252	363	354	197	329	391	281	160	294	595	156	362
gene-Rv0793	NC_000962.3	886719	887024	+	306	28	36	37	39	49	63	27	25	25	75	16	30
gene-Rv0794c	NC_000962.3	887137	888636	-	1500	426	479	423	394	587	519	451	235	533	867	142	514
gene-Rv0797	NC_000962.3	890388	891482	+	1095	49	36	32	59	53	39	54	21	41	61	8	29
gene-Rv0798c	NC_000962.3	891472	892269	-	798	547	741	791	735	1067	910	744	364	825	1780	218	1102
gene-Rv0799c	NC_000962.3	892266	893273	-	1008	407	550	538	515	653	609	638	280	627	1295	146	712
gene-Rv0800	NC_000962.3	893318	894619	+	1302	286	312	287	333	413	384	392	209	318	732	90	405
gene-Rv0801	NC_000962.3	894631	894978	+	348	146	201	186	132	240	290	265	89	173	342	78	201
gene-Rv0802c	NC_000962.3	894972	895628	-	657	190	256	202	164	293	347	362	112	208	388	83	233
gene-Rv0803	NC_000962.3	895820	898084	+	2265	1973	2009	1919	2024	2197	1591	1866	1086	2207	3471	404	2392
gene-Rv0804	NC_000962.3	898081	898710	+	630	486	490	594	549	526	436	548	320	600	904	84	567
gene-Rv0805	NC_000962.3	898831	899787	+	957	3067	3901	4144	3115	4464	7709	5668	2252	4876	8775	1008	5825
gene-Rv0806c	NC_000962.3	899732	901330	-	1599	1978	2548	2232	1386	2419	4237	3182	1099	2899	4409	495	3416
gene-Rv0807	NC_000962.3	901635	902024	+	390	71	80	92	79	107	108	100	53	101	146	38	100
gene-Rv0808	NC_000962.3	902111	903694	+	1584	3906	4348	4014	3620	4515	3345	3048	2195	4494	6400	852	4204
gene-Rv0809	NC_000962.3	903725	904819	+	1095	2340	3162	3045	2478	3421	3615	2445	1503	3278	4389	515	2807
gene-Rv0810c	NC_000962.3	904905	905087	-	183	1528	2533	2323	1541	2423	3639	1832	758	2290	2975	433	1765
gene-Rv0811c	NC_000962.3	905234	906340	-	1107	789	1034	1197	1043	1185	1111	862	554	1185	2120	206	1129
gene-Rv0812	NC_000962.3	906423	907292	+	870	586	584	593	461	542	586	583	325	640	980	149	584
gene-Rv0813c	NC_000962.3	907338	908018	-	681	1057	1022	946	877	1107	875	988	642	1161	1236	243	877
gene-Rv0814c	NC_000962.3	908181	908483	-	303	238	258	226	198	358	192	248	176	319	279	102	293
gene-Rv0815c	NC_000962.3	908485	909318	-	834	40	75	56	66	74	47	33	26	84	75	10	67
gene-Rv0816c	NC_000962.3	909611	910033	-	423	147	207	227	121	168	253	219	65	130	261	59	159
gene-Rv0817c	NC_000962.3	910030	910842	-	813	103	163	182	101	104	246	145	58	170	277	40	143
gene-Rv0818	NC_000962.3	910972	911739	+	768	1503	1813	1870	1473	1899	1818	1423	917	1817	3203	314	1887
gene-Rv0819	NC_000962.3	911736	912683	+	948	1257	1442	1726	1238	1356	1622	1217	885	1702	2666	230	1872
gene-Rv0820	NC_000962.3	912726	913502	+	777	1666	2167	2350	1621	2025	1791	1290	996	2444	2512	208	1681
gene-Rv0821c	NC_000962.3	913558	914199	-	642	2084	2912	2372	1881	2668	1724	1484	1265	3308	3344	505	2233
gene-Rv0822c	NC_000962.3	914257	916311	-	2055	6155	8334	5972	4384	6216	2651	3160	4229	9429	9631	854	7659
gene-Rv0823c	NC_000962.3	916477	917646	-	1170	14569	17387	14784	11052	13595	8062	9965	9577	18814	26505	2016	19212
gene-Rv0824c	NC_000962.3	917734	918750	-	1017	29689	40076	31722	24850	36934	26755	25413	16959	48240	75128	6684	47366
gene-RVnc0002	NC_000962.3	918264	918458	+	195	7055	8956	7186	5586	8859	5471	6634	4117	10295	14167	1391	9628
gene-Rv0825c	NC_000962.3	918912	919553	-	642	158	228	233	175	239	266	209	134	271	411	99	282
gene-Rv0826	NC_000962.3	919634	920689	+	1056	6542	7781	9346	7768	9841	8786	8071	4146	8069	12068	1305	7631
gene-Rv0827c	NC_000962.3	920741	921133	-	393	592	739	949	703	994	912	549	413	800	1197	166	896
gene-Rv0828c	NC_000962.3	921191	921613	-	423	53	75	79	43	39	47	49	32	74	56	9	70
gene-Rv0830	NC_000962.3	921970	922875	+	906	1129	1266	1160	833	1133	1372	1461	640	1357	1873	216	1109
gene-Rv0831c	NC_000962.3	922894	923709	-	816	2401	3308	3113	2444	2756	4003	3350	1179	3794	5500	691	3330
gene-Rvnt10	NC_000962.3	923803	923875	-	73	22	14	14	13	13	18	7	9	20	24	3	11
gene-Rvnt11	NC_000962.3	923999	924072	+	74	62	117	130	44	51	186	57	14	111	303	70	115
gene-Rvnt12	NC_000962.3	924110	924183	+	74	34	65	77	30	46	89	69	16	57	176	52	74
gene-Rvnt13	NC_000962.3	924213	924286	+	74	14	22	19	20	32	21	44	10	11	48	11	27
gene-Rv0832	NC_000962.3	924951	925364	+	414	272	282	256	251	219	258	212	138	303	428	35	277
gene-Rv0833	NC_000962.3	925361	927610	+	2250	672	692	742	514	710	760	628	381	785	1016	170	667
gene-Rv0834c	NC_000962.3	927837	930485	-	2649	1681	1524	1366	1485	1472	1257	1183	812	2000	1591	453	1223
gene-Rv0835	NC_000962.3	930953	931597	+	645	225	298	292	199	209	286	156	107	376	652	61	279
gene-Rv0836c	NC_000962.3	932279	932932	-	654	23	18	21	17	25	18	10	14	28	61	8	39
gene-Rv0837c	NC_000962.3	933003	934031	-	1029	38	68	49	32	61	64	35	18	53	146	18	85
gene-Rv0838	NC_000962.3	934720	935490	+	771	186	211	196	154	199	180	211	109	197	386	57	205
gene-Rv0839	NC_000962.3	935577	936389	+	813	571	501	309	241	327	238	206	203	454	862	233	743
gene-Rv0840c	NC_000962.3	936457	937317	-	861	242	367	315	185	341	178	159	206	405	612	145	543
gene-Rv0841	NC_000962.3	937593	937835	+	243	159	244	224	158	304	235	103	170	289	346	121	311
gene-Rv0842	NC_000962.3	938112	939404	+	1293	835	1373	914	659	549	1989	339	277	1280	4932	261	730
gene-Rv0843	NC_000962.3	939388	940392	+	1005	192	213	233	171	261	231	207	126	222	479	60	265
gene-Rv0844c	NC_000962.3	940456	941106	-	651	674	747	745	559	542	846	823	297	714	1197	183	666
gene-Rv0845	NC_000962.3	941190	942467	+	1278	159	190	205	138	173	217	158	77	225	720	83	375
gene-Rv0846c	NC_000962.3	942680	944194	-	1515	130	165	95	88	214	133	110	94	155	905	113	399
gene-Rv0847	NC_000962.3	944343	944735	+	393	329	206	154	187	494	184	253	367	362	1861	177	764
gene-Rv0848	NC_000962.3	944938	946056	+	1119	456	232	141	206	728	155	315	383	503	2003	127	908
gene-Rv0849	NC_000962.3	946056	947315	+	1260	134	93	69	87	293	108	119	177	148	1089	60	387
gene-Rv0851c	NC_000962.3	947641	948468	-	828	102	109	108	98	126	106	153	83	144	523	47	245
gene-Rv0852	NC_000962.3	948757	949395	+	639	177	195	189	126	261	165	191	87	229	372	82	238
gene-Rv0853c	NC_000962.3	949436	951118	-	1683	462	593	533	492	777	566	551	265	666	811	220	568
gene-Rv0854	NC_000962.3	951183	951626	+	444	172	235	151	162	211	293	253	81	291	406	125	220
gene-Rv0855	NC_000962.3	951632	952711	+	1080	283	301	290	255	400	372	609	170	395	474	122	342
gene-Rv0856	NC_000962.3	952825	953229	+	405	249	345	338	288	303	439	336	142	422	960	132	549
gene-Rv0857	NC_000962.3	953257	953730	+	474	361	503	441	414	433	566	361	149	449	1270	147	562
gene-Rv0858c	NC_000962.3	953727	954920	-	1194	353	463	434	324	510	536	493	202	420	777	119	480
gene-Rv0859	NC_000962.3	955077	956288	+	1212	2980	3720	3202	2862	4940	3655	4009	2257	4126	5516	1387	5148
gene-Rv0860	NC_000962.3	956293	958455	+	2163	9504	10725	9287	9344	12779	9129	9429	5854	12150	13209	3240	13407
gene-Rv0861c	NC_000962.3	958523	960151	-	1629	1350	1801	1708	1397	1969	1643	1364	855	2043	2731	220	1656
gene-Rv0862c	NC_000962.3	960342	962612	-	2271	831	941	959	881	965	1047	887	517	1067	1364	155	769
gene-Rv0863	NC_000962.3	962599	962880	+	282	463	698	601	477	566	1214	487	258	864	1899	192	1036
gene-Rv0864	NC_000962.3	962890	963393	+	504	1617	2086	2136	1643	2485	2849	2719	1261	2281	4363	463	2933
gene-Rv0865	NC_000962.3	963390	963872	+	483	721	872	800	714	850	921	985	528	910	1267	139	968
gene-Rv0866	NC_000962.3	963869	964294	+	426	554	783	847	538	717	777	934	476	894	1660	164	1174
gene-Rv0867c	NC_000962.3	964312	965535	-	1224	1373	2153	2796	1300	1946	2487	2755	1387	2616	4536	312	3067
gene-Rv0868c	NC_000962.3	965983	966261	-	279	321	392	407	233	333	385	334	169	446	1115	130	675
gene-Rv0869c	NC_000962.3	966265	967347	-	1083	2205	2388	2118	1666	2214	1710	2082	1260	2641	4090	674	3140
gene-Rv0870c	NC_000962.3	967344	967733	-	390	867	1194	1055	731	802	1046	1002	408	1308	2256	386	1236
gene-Rv0871	NC_000962.3	967898	968305	+	408	1062	1332	1225	989	1408	1526	1841	638	1404	1890	423	1316
gene-Rv0872c	NC_000962.3	968424	970244	-	1821	3344	4080	3635	3379	3691	4052	3268	1555	5080	5037	1163	3700
gene-Rv0873	NC_000962.3	970505	972457	+	1953	1949	2349	2158	2316	3299	2509	2451	1178	2978	4951	898	2764
gene-Rv0874c	NC_000962.3	972546	973706	-	1161	830	966	893	797	1090	801	781	594	1161	1694	168	1161
gene-Rv0875c	NC_000962.3	973806	974294	-	489	634	845	920	724	708	741	418	431	1039	1861	116	1302
gene-Rv0876c	NC_000962.3	974291	975937	-	1647	1836	2330	2552	2277	3073	2012	1546	1206	2550	5011	404	2812
gene-Rv0877	NC_000962.3	976075	976863	+	789	1108	1521	1215	940	1523	1348	2067	684	1561	2221	584	1577
gene-Rv0878c	NC_000962.3	976872	978203	-	1332	709	914	728	519	783	861	946	389	1122	1507	241	1029
gene-Rv0879c	NC_000962.3	978481	978756	-	276	161	165	136	89	129	284	211	55	192	299	58	207
gene-Rv0880	NC_000962.3	978934	979365	+	432	36	66	48	22	47	64	55	22	57	166	36	112
gene-Rv0881	NC_000962.3	979362	980228	+	867	117	138	126	84	165	113	93	62	167	341	65	257
gene-Rv0882	NC_000962.3	980225	980509	+	285	195	289	253	143	296	168	102	155	340	765	90	472
gene-Rv0883c	NC_000962.3	980506	981267	-	762	988	1636	1480	1046	1150	844	519	576	1775	3730	323	1834
gene-Rv0884c	NC_000962.3	981424	982554	-	1131	577	794	785	593	1083	916	946	419	784	1600	241	886
gene-Rv0885	NC_000962.3	982762	983784	+	1023	905	1069	718	637	1289	901	938	458	1140	1873	1245	1277
gene-Rv0886	NC_000962.3	983803	985530	+	1728	831	886	699	760	1196	511	615	501	1217	1281	518	1025
gene-Rv0887c	NC_000962.3	985513	985971	-	459	198	228	172	155	289	122	129	136	264	318	98	223
gene-Rv0888	NC_000962.3	987233	988705	+	1473	1395	1626	1247	1036	1459	1786	3164	875	1789	2599	808	1486
gene-Rv0889c	NC_000962.3	988740	989861	-	1122	1372	1374	1425	1469	2061	1738	2084	824	1423	2534	307	1675
gene-Rv0890c	NC_000962.3	989948	992596	-	2649	971	1167	992	741	1024	1586	1054	463	1082	2399	421	1601
gene-Rv0891c	NC_000962.3	992598	993455	-	858	229	300	244	174	185	246	199	98	329	854	89	588
gene-Rv0892	NC_000962.3	993853	995340	+	1488	292	372	313	312	620	658	593	173	402	1006	129	671
gene-Rv0893c	NC_000962.3	995318	996295	-	978	167	221	185	150	254	320	237	91	237	474	46	318
gene-Rv0894	NC_000962.3	996524	997705	+	1182	178	170	207	158	201	259	179	84	237	502	56	279
gene-Rv0895	NC_000962.3	997782	999299	+	1518	113	131	106	82	131	163	129	70	106	235	28	130
gene-Rv0896	NC_000962.3	999472	1000767	+	1296	3755	4695	5011	5007	7616	6788	4106	2330	4806	12577	1120	5610
gene-Rv0897c	NC_000962.3	1000808	1002415	-	1608	1017	1218	1417	1150	1315	1407	853	703	1190	2284	162	1566
gene-Rv0898c	NC_000962.3	1002441	1002704	-	264	403	576	509	377	562	497	335	183	463	1010	111	617
gene-Rv0899	NC_000962.3	1002812	1003792	+	981	194	289	217	171	271	282	188	93	341	617	89	348
gene-Rv0900	NC_000962.3	1003805	1003957	+	153	133	116	108	98	112	100	115	50	129	193	25	116
gene-Rv0901	NC_000962.3	1003957	1004484	+	528	395	577	493	449	547	464	441	266	673	868	113	613
gene-Rv0902c	NC_000962.3	1004501	1005841	-	1341	2024	2763	2778	2324	2959	2310	1704	1642	3201	4797	323	3331
gene-Rv0903c	NC_000962.3	1005852	1006562	-	711	1753	2128	1920	2028	2230	1657	1214	1007	2078	3362	267	1839
gene-Rv0904c	NC_000962.3	1006693	1008180	-	1488	283	338	370	246	430	429	418	192	306	543	118	322
gene-Rv0905	NC_000962.3	1008207	1008938	+	732	557	745	859	788	1307	1556	1027	517	818	2350	235	987
gene-Rv0906	NC_000962.3	1008944	1010062	+	1119	644	795	1076	1011	1405	1477	1192	684	873	2112	190	1214
gene-Rv0907	NC_000962.3	1010136	1011734	+	1599	498	691	815	602	891	971	952	390	749	1854	187	1144
gene-Rv0908	NC_000962.3	1011731	1014124	+	2394	1014	1306	1424	1174	1483	1175	1586	689	1564	3104	272	1848
gene-Rv0909	NC_000962.3	1014681	1014860	+	180	268	429	377	204	452	568	310	128	475	1477	178	628
gene-Rv0910	NC_000962.3	1014866	1015300	+	435	652	845	742	572	1126	866	936	441	845	1909	272	1169
gene-Rv0911	NC_000962.3	1015398	1016171	+	774	390	487	461	412	546	479	396	253	529	1071	107	569
gene-Rv0912	NC_000962.3	1016236	1016685	+	450	210	303	310	209	254	303	316	147	302	708	55	407
gene-Rv0913c	NC_000962.3	1017217	1018725	-	1509	564	838	811	870	1046	1248	886	416	941	2780	354	1563
gene-Rv0914c	NC_000962.3	1018727	1019965	-	1239	555	635	507	564	805	764	751	293	599	1590	330	895
gene-Rv0915c	NC_000962.3	1020058	1021329	-	1272	149	195	173	176	223	187	138	81	204	286	44	197
gene-Rv0916c	NC_000962.3	1021344	1021643	-	300	45	94	71	64	99	65	70	36	85	150	21	113
gene-Rv0917	NC_000962.3	1022087	1023868	+	1782	337	423	405	296	452	356	354	200	489	674	114	457
gene-Rv0918	NC_000962.3	1024211	1024687	+	477	407	378	257	258	309	235	284	237	403	253	30	225
gene-Rv0919	NC_000962.3	1024684	1025184	+	501	1408	1710	1333	1211	1427	1433	1636	894	1867	1169	201	1121
gene-Rvnt14	NC_000962.3	1025321	1025393	-	73	87	127	93	73	90	218	220	38	70	182	11	69
gene-Rv0920c	NC_000962.3	1025497	1026816	-	1320	362	416	290	331	458	522	285	167	560	875	127	410
